run,dataset_name,num_points,runtime,time,jitter
4,tdbrain,200,rpc_avro,2.003139499996905,0.0021818777214058353
5,tdbrain,200,rpc_avro,2.0006608749972656,0.0023293159392508093
6,tdbrain,200,rpc_avro,2.0030907500040485,0.0023113986194803885
7,tdbrain,200,rpc_avro,2.000038375001168,0.002459359811917574
8,tdbrain,200,rpc_avro,2.003968375007389,0.0021993309127490545
9,tdbrain,200,rpc_avro,2.001788833003957,0.0023976577619829065
0,tdbrain,400,rpc_avro,4.004095791999134,0.0023730706870903266
1,tdbrain,400,rpc_avro,4.002089417001116,0.0023759161512577776
2,tdbrain,400,rpc_avro,4.000983417005045,0.0024110971848235784
3,tdbrain,400,rpc_avro,4.0051047500019195,0.0023599383284512937
4,tdbrain,400,rpc_avro,4.002240957997856,0.0023619241476738897
5,tdbrain,400,rpc_avro,4.004318583989516,0.0023291754078397
6,tdbrain,400,rpc_avro,4.000668708002195,0.002523560349056732
7,tdbrain,400,rpc_avro,4.00103491700429,0.0021117102753644952
8,tdbrain,400,rpc_avro,4.002731333996053,0.002138793841860716
9,tdbrain,400,rpc_avro,4.002511874990887,0.0025069773383159287
0,tdbrain,800,rpc_avro,8.005277749995003,0.002250780174584105
1,tdbrain,800,rpc_avro,8.00564212500467,0.0023432724001644935
2,tdbrain,800,rpc_avro,8.00233250000747,0.002399522879404338
3,tdbrain,800,rpc_avro,8.005494416996953,0.0025800143341600476
4,tdbrain,800,rpc_avro,8.000563749999856,0.002315825940558321
5,tdbrain,800,rpc_avro,8.003445167007158,0.0021191219517491433
6,tdbrain,800,rpc_avro,8.002503541996703,0.0023146336238650277
7,tdbrain,800,rpc_avro,8.003968874996644,0.0021499147419023422
8,tdbrain,800,rpc_avro,8.004665749991545,0.00255395788144612
9,tdbrain,800,rpc_avro,8.001760541999829,0.0022657468376263033
